sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
Am8	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Am9	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros	Aepyceros_melampus	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt1	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt10	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt11	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt12	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt13	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt14	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt2	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt3	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt4	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt5	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt6	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt7	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt8	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Bt9	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos_taurus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl1	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl10	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl11	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl12	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl13	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl14	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl15	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl16	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl17	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl18	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl19	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl2	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl3	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl4	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl5	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl6	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl7	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl8	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Dl9	Chordata	Mammalia	Artiodactyla	Bovidae	Damaliscus	Damaliscus_lunatus	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Eq1	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus_quagga	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Eq2	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus_quagga	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Eq3	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus_quagga	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Eq4	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus_quagga	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Eq5	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus_quagga	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et1	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et10	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et11	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et12	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et13	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et14	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et2	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et3	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et4	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et5	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et6	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et7	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et8	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Et9	Chordata	Mammalia	Artiodactyla	Bovidae	Eudorcas	Eudorcas_thomsonii	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc1	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc10	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc11	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc12	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc13	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc14	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc15	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc16	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc17	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc18	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc19	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc2	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc20	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc21	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc22	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc23	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc24	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc25	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc3	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc4	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc5	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc6	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc7	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc8	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Gc9	Chordata	Mammalia	Artiodactyla	Giraffidae	Giraffa	Giraffa_camelopardalis_tippelskirchii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La1	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La10	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La11	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La12	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La2	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La3	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La4	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La5	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La6	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La7	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La8	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
La9	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta_africana	Herbivore	Herbivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk1	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk10	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk11	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk12	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk13	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk14	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk15	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk16	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk17	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk18	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk19	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk2	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk20	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk21	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk22	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk23	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk24	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk25	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk26	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk27	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk28	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk29	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk3	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk30	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk31	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk32	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk33	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk34	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk35	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk36	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk37	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk4	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk5	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk6	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk7	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk8	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Mk9	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua	Madoqua_kirkii	Herbivore	Herbivore	browser	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa1	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa2	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa3	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa4	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa5	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa6	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa7	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa8	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Pa9	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus_africanus	Omnivore	Omnivore	mixed_feeder	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc1	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc10	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc11	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc12	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc13	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc14	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc15	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc16	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
Sc17	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus	Syncerus_caffer	Herbivore	Herbivore	grazer	NA	Rojas_et_al	NA	NA	NA	NA	NA	NA
